"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Cole Beasley","WR","DAL",2535698,1989-04-26,11.0870605007703,8.43,12.90841092364,2.27012542685637,39,0.0646591201924682,9,4,"43.1","6.9",5.79882632759257
"Cole Wick","TE","DET",2556708,1993-11-30,2.67356194537188,0.81,5.19931398416887,2.3286239588148,54,0.280199245776819,20,0,"34.4","4.3",5.84653460352841
"Colin Kaepernick","QB","SF",2495186,1987-11-03,13.077257076589,0,16.5369415504202,6.40663766363049,28,0.821057367923585,14,5,"26.6","2.4",7.13341601212484
"Colt McCoy","QB","WAS",497123,1986-09-05,0.680470326797386,-0.64,1.45117247706422,1.35048612590613,42,0.0307175910364146,23,6,,,5.14797768891263
"Colts","DST","IND",100014,,7.23845110813889,3.5,9.38963064409214,3.08891548125042,12,0.0321527552820067,8,46,"19.2","3.1",3.43066192740015
"Connor Barth","K","CHI",2507463,1986-04-11,8.7083642682178,6.53813975327613,10.2206033020118,1.80718770718237,10,0.133875371718624,4,8,"20.2","5.0",5.60237458795279
"Connor Cook","QB","OAK",2555332,1993-01-29,0,0,0,0,73,0,38,0,,,3.86028075587479
"Cooper Helfet","TE","FA",2536071,1989-06-02,0,0,0,0,107,0,31,5,,,2.9978973666125
"Cordarrelle Patterson","WR","MIN",2540145,1991-03-17,0.3065625,0,0.579165137614679,0.489856964818711,172,0.0145956760274983,39,3,,,3.83972722909959
"Corey Brown","WR","CAR",2550546,1991-12-16,6.19247029601841,2.59,7.40389361702128,1.93339744207726,87,0.248247478803173,21,2,,,5.65473180887373
"Corey Coleman","WR","CLE",2555333,1994-07-06,5.97325997248968,0,8.60896179262943,6.3230708003024,88,0.0899170380682746,22,0,,,11.1739932181706
"Corey Fuller","WR","DET",2540261,1990-06-23,0,0,0,0,186,0,57,3,,,3.2238161073909
"Corey Grant","RB","JAC",2553650,1991-12-19,0.967354367447885,-0.0250728862973761,2.07089661690114,1.61426396754296,108,0.0378021725474682,22,1,,,5.5616535852202
"Cory Harkey","TE","LA",2533353,1990-06-17,0.335281370357215,0.15,0.503551650717703,0.1992476046851,90,0.0181854811585779,24,4,,,3.37225558841057
"Cowboys","DST","DAL",100008,,5.96026660682513,4.51412268188302,9.25239956208739,4.08521282424329,28,0.768971801774875,16,46,"23.5","4.8",5.79264026211903
"Craig Stevens","TE","FA",1992,1984-09-01,0,0,0,,107,0,28,8,,,
"Crockett Gillmore","TE","BAL",2543794,1991-11-16,5.53662982087948,3.13951364175563,7.42464831804281,2.01423287629986,31,0.318132179298244,12,2,"32.4","4.1",5.09866007194963
"Cyrus Gray","RB","ATL",2532851,1989-11-18,0,0,0,0,141,0,36,4,,,3.20636812017905
"D.J. Foster","RB","NE",2556528,1993-11-22,1.75661179698217,0.33,2.27111925240055,1.51608192493746,92,0.0428979042724016,22,0,"77.0","8.2",6.87946511500914
"Dak Prescott","QB","DAL",2555260,1993-07-29,15.4622150024749,13.482,17.5046491541645,1.82188104506642,23,0.0398055911216719,11,0,"15.4","4.0",6.68348509924489
"Damaris Johnson","WR","FA",2536031,1989-11-22,0,0,0,0,186,0,52,4,,,3.2238161073909
"Damien Williams","RB","MIA",2550512,1992-04-03,1.62820165808828,0,3.44510755813954,1.83152982693783,95,0.0393855639419265,22,2,,,5.87865447910826
"Dan Bailey","K","DAL",2495259,1988-01-26,7.76942307692308,2,9.624,2.9073766271127,17,0.0230093046626054,7,5,"8.8","4.4",6.18627171291293
"Dan Carpenter","K","BUF",2507401,1985-11-25,9.82775550950554,7.1,12.306506175561,2.41444516987823,5,0.901248522715855,3,8,"14.2","4.3",5.76326509393328
"Dan Herron","RB","FA",2532864,1989-03-21,0,0,0,0,141,0,31,4,,,3.20636812017905
"Dan Orlovsky","QB","DET",2506481,1983-08-18,0.467745210084034,0,0.855475229357798,0.596521978429911,47,0.0474673856209151,23,11,,,4.42906817795842
"Daniel Brown","WR","BAL",2553900,1992-05-26,0.351397849462366,0,0.530312828207052,0.36174119858772,170,0.0332934741166677,38,1,,,3.67864362520085
"Daniel Fells","TE","NYG",2506619,1983-09-23,0.548748280605227,0,0.913171030879699,0.638198876869992,82,0.03889696610196,23,10,,,4.19698328323452
"Daniel Lasco","RB","NO",2555219,1992-10-09,1.5806768558952,0.01,2.86591185410334,1.5310428638319,97,0.0344065764670403,22,0,"71.2","9.4",7.17739248383162
"Daniel Thomas","RB","FA",2495241,1987-10-29,0,0,0,,141,0,31,5,,,
"Danny Amendola","WR","NE",2649,1985-11-02,6.4327718647175,1.52298833819242,8.76023255813954,2.85018509130514,83,0.086654268454688,19,8,"84.1","6.4",5.96262575439463
"Danny Woodhead","RB","SD",4327,1985-01-25,4.56090784044016,0,6.95225688073395,5.80568355721093,58,0.06483171468627,15,8,,,11.6771277802242
"Darius Jackson","RB","DAL",2556273,1993-12-01,0.174468899521531,0,0.308220930232558,0.216042981909043,131,0.0417816310657617,27,0,,,3.52158477950213
"Darius Jennings","WR","FA",2553896,1992-06-28,0,0,0,0,186,0,44,1,,,3.2238161073909
"Darrel Young","RB","FA",2507737,1987-04-08,0,0,0,,141,0,31,7,,,
"Darren Fells","TE","ARI",2540928,1986-04-22,5.06820693709582,1.70793650793651,6.37,1.93735675282722,34,0.462578744079162,14,4,,,6.63791818454467
"Darren McFadden","RB","DAL",284,1987-08-27,0,0,0,0,141,0,32,8,,,3.20636812017905
"Darren Sproles","RB","PHI",2506467,1983-06-20,10.7016406890682,8.65,11.7627936199439,1.58957428587656,27,0.166410930679913,7,11,"34.9","4.3",5.21100136791238
"Darrin Reaves","RB","FA",2550596,1993-04-17,0,0,0,0,141,0,42,2,,,3.20636812017905
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,1.64669387175901,0.53,2.80675840978593,1.19212599531665,141,0.282046118275763,35,7,"101.5","9.2",6.68786072706938
"Daryl Richardson","RB","FA",2534789,1990-04-12,0.131288515406162,0,0.272045931522456,0.203180355146066,133,0.0115008291318988,28,4,,,3.50281761473465
"Davante Adams","WR","GB",2543495,1992-12-24,8.75968311590863,6.99638025723762,9.3419880812073,0.913899046156544,54,0.21297599036175,12,2,,,4.37288742222889
"David Ausberry","TE","FA",2499277,1987-09-25,0,0,0,,107,0,28,5,,,
"David Cobb","RB","FA",2552376,1993-06-03,0,0,0,0,141,0,31,1,"65.0","3.0",2.73111043728657
"David Fales","QB","FA",2543751,1990-10-04,0,0,0,0,73,0,38,2,,,3.86028075587479
"David Johnson","RB","ARI",2553435,1991-12-16,19.6000140565683,15.84,21.5061960086283,2.59612894707572,3,1.4828569059889,2,1,"2.9","1.5",4.10842284471174
"David Johnson","TE","PIT",79589,1987-08-26,0.705791734889249,0.18,1.05802038424125,0.472245599516103,78,0.0306780720216986,23,7,"57.0","1.0",5.36320646015044
"David Morgan","TE","MIN",2555306,1993-05-19,0,0,0,0,107,,28,0,,,2.9978973666125
"DeAndre Carter","WR","FA",2553502,1993-04-10,0,0,0,0,186,0,44,1,,,3.2238161073909
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,18.0460865903503,12.5796153846154,21.5550659630607,3.29611628619148,5,0.281354171036181,3,3,"9.4","3.7",4.83692332884186
"DeAndre Smelter","WR","FA",2552627,1991-12-03,0,0,0,,186,0,44,1,,,
"DeAndre Washington","RB","OAK",2555464,1993-02-22,8.46030407198501,7.08723104056437,9.381645414426,1.23554377240577,36,0.205645010429892,9,0,"36.7","5.5",5.46935139179918
"DeAngelo Williams","RB","PIT",2495979,1983-04-25,6.85399142861611,3.37915451895044,9.53539449541284,3.31993624976915,42,0.148301216606201,11,10,,,8.05030799071105
"DeAnthony Thomas","WR","KC",2543638,1993-01-05,1.01719066053537,0.33,1.65108524195882,0.758498102025359,150,0.0999842099783484,35,2,,,4.17749738658889
"DeMarco Murray","RB","TEN",2495207,1988-02-12,20.5361300701103,12.31,24.4090081922106,4.09272520078607,2,1.55007743532661,2,5,"3.3","2.4",5.54463989401967
"DeSean Jackson","WR","WAS",1581,1986-12-01,11.8631430575148,10.7,13.8315431235263,1.59914452757337,30,0.127813173900845,8,8,"31.2","3.9",3.85044319139752
"DeVante Parker","WR","MIA",2552409,1993-01-20,11.8276495673014,9.47672561323446,13.0965990333913,1.83544238506196,31,0.206426080500494,8,1,"34.5","5.9",5.1238299466877
"DeVier Posey","WR","FA",2532930,1990-03-15,0,0,0,,186,0,44,4,,,
"Delanie Walker","TE","TEN",2495966,1984-08-12,13.6387759657149,10.5423557692308,15.6677687336065,2.7729876472725,5,1.93638743800114,3,10,"3.9","1.2",5.16499078276138
"Demarcus Robinson","WR","KC",2555478,1994-09-21,0.29633271318533,0,0.557987308840829,0.310282691824721,173,0.0302169048964019,40,0,,,3.61394337819388
"Demaryius Thomas","WR","DEN",497328,1987-12-25,16.1912358166482,12.2929045189504,18.3215731901505,2.61694560103106,17,0.28317825050615,6,6,"14.3","3.6",4.36978033089041
"Demetrius Harris","TE","KC",2541187,1991-07-29,1.99829730813162,0.73,2.74325581395349,1.05338181533793,60,0.241378025221959,20,3,"40.9","7.7",5.48894014169085
"Denard Robinson","RB","JAC",2539260,1990-09-22,1.91536137206205,0.76,3.28799569369032,1.92401162432773,90,0.115256231146726,22,3,"81.0","6.0",6.20121495719089
"Dennis Pitta","TE","BAL",497254,1985-06-29,10.3559317423444,0.86,13.6778469656992,4.75043048020589,13,0.601515351087269,4,6,"12.5","3.2",9.73781657455002
"Deonte Thompson","WR","CHI",2534436,1989-02-14,1.38180566702651,0.39,2.50036918604651,1.52669162074861,142,0.0506415818595758,35,4,"127.0","1.0",6.0143914502481
"Derek Anderson","QB","CAR",2506546,1983-06-15,-0.0494568067226891,-0.48,0.108598,0.24627292007771,111,,38,11,"29.3","1.1",2.77618886595595
"Derek Carr","QB","OAK",2543499,1991-03-28,17.9631839136575,14.08,20.6302341736867,2.96072866907188,11,0.239755978142703,8,2,"9.7","3.0",5.96398618981721
"Derek Carrier","TE","WAS",2534241,1990-07-25,0,0,0,0,107,0,28,4,,,2.9978973666125
"Derek Hagan","WR","FA",2495843,1984-09-21,0,0,0,,186,0,44,10,,,
"Derrick Coleman","RB","FA",2534871,1990-10-18,0,0,0,,141,0,31,4,,,
"Derrick Henry","RB","TEN",2556075,1994-07-17,5.87596203634452,3.52014423076923,7.55529357798165,1.65149331353744,48,0.266175464621029,11,0,"40.4","4.4",5.31357532815289
"Devante Davis","WR","FA",2553703,1992-10-13,0,0,0,,186,0,44,1,,,
"Devin Fuller","WR","ATL",2556212,1994-01-29,0,0,0,0,186,0,44,0,,,3.2238161073909
"Devin Funchess","WR","CAR",2552458,1994-05-21,5.85150020690202,2.05330876934414,8.27986911338673,2.8771205448964,90,0.110894331922732,23,1,"72.3","10.7",6.94370317412068
"Devin Hester","WR","BAL",2506897,1982-11-04,0.654935960591133,0.6,0.733404255319149,0.118728115230009,158,0.122584754368811,36,10,,,3.37309635015878
"Devin Smith","WR","NYJ",2553434,1992-03-03,0,0,0,0,186,0,63,1,,,3.2238161073909
"Devin Street","WR","IND",2543641,1991-03-30,0.167612809315866,0,0.407659574468085,0.34557085610103,179,0.00296198871597925,41,2,,,3.65831219277327
"Devonta Freeman","RB","ATL",2543583,1992-03-15,14.7345810075909,11.46,18.146641876351,3.14913335587371,15,0.802504143157885,5,2,"15.0","3.3",5.14328093651373
"Devontae Booker","RB","DEN",2555223,1992-05-27,7.2538095863914,5.72,8.29118251695114,1.13564743310518,40,0.333873533077197,10,0,"42.8","4.2",4.13361742670822
"Dexter McCluster","RB","SD",497190,1988-08-25,3.09106029285751,1.69,4.09696497718927,1.05770652640694,80,0.330789332630057,20,6,,,4.7496106492911
"Dez Bryant","WR","DAL",497278,1988-11-04,7.40842802416638,-0.0292801556420233,15.833119266055,8.52134437707723,69,0.11768445534082,15,6,,,13.9379452321938
"Dezmin Lewis","WR","FA",2552411,1992-12-05,0,0,0,0,186,0,44,1,,,3.2238161073909
"Dion Lewis","RB","NE",2495469,1990-09-27,0,0,0,0,141,0,31,5,,,3.20636812017905
"Dion Sims","TE","MIA",2540200,1991-02-18,5.26865137250691,2.6,8.2250723942254,2.50684823353281,32,0.150375948631218,12,3,"32.3","2.9",5.23820453743335
"Dolphins","DST","MIA",100019,,3.45028208391544,2.11412268188302,4.51376725110308,1.15314219758108,32,,20,46,"25.8","5.0",2.90141512482504
"Dominique Jones","TE","MIA",2535724,1987-08-15,0,0,0,0,107,0,30,4,"45.0","0.0",4.85491833081035
"Donald Brown","RB","FA",2507779,1987-04-11,0,0,0,0,141,0,31,7,,,3.20636812017905
"Donte Moncrief","WR","IND",2543614,1993-08-06,6.38257221458047,0,9.72904587155963,8.12452166438098,84,0.117292110541023,20,2,,,13.4390087269495
"Dontrelle Inman","WR","SD",2530700,1989-01-31,6.90672329904199,5.50240972733972,8.10514285714286,1.55568413174913,80,0.363104613597322,17,3,"64.2","8.6",6.83607139125438
"Dorial Green-Beckham","WR","PHI",2552491,1993-04-12,5.71485686687742,4.77,6.58711246200608,0.793549591482766,92,0.26269552955503,25,1,"59.0","10.4",3.58503047174186
"Doug Baldwin","WR","SEA",2530747,1988-09-21,16.3162834186707,11.9029326923077,18.4961345302147,3.31116944628138,15,0.0717099012960816,6,5,"14.4","4.6",5.69001276757053
"Doug Martin","RB","TB",2532899,1989-01-13,6.0677166437414,0,8.30250276154782,6.53509093660239,45,0.0867736142846054,11,4,,,12.7413667357584
"Dreamius Smith","RB","SD",2553848,1992-09-08,0,0,0,0,141,0,31,1,,,3.20636812017905
"Drew Brees","QB","NO",2504775,1979-01-15,20.42725547063,18.252122681883,22.2927549841669,2.11809466762729,5,1.13416277891722,5,15,"3.1","1.7",4.4576157519014
"Drew Stanton","QB","ARI",2495748,1984-05-07,0.270772661064426,0,0.503506382978723,0.258830070291939,52,0.0257058916900094,24,9,,,4.10707684011392
"Dri Archer","RB","BUF",2543596,1991-08-09,0.00915966386554622,0,0.014394495412844,0.0132327127103439,139,0.00691069550241004,31,2,,,3.22567525738609
"DuJuan Harris","RB","FA",2530690,1988-09-03,0,0,0,0,141,0,31,5,,,3.20636812017905
"Duke Johnson","RB","CLE",2552461,1993-09-23,9.82640939720284,8.12274038461539,11.4864573916067,1.98536801114316,32,0.232876277779392,8,1,"34.2","3.7",4.46649513365674
"Duke Williams","WR","FA",2556836,1993-05-13,0,0,0,,186,,44,0,,,
"Duron Carter","WR","FA",2552616,1991-03-22,0,0,0,,186,0,44,1,,,
"Dustin Hopkins","K","WAS",2539227,1990-10-01,6.39314733408962,2,7.58844244526815,2.14767179913503,27,0.990945182621647,9,3,"17.7","4.5",5.6455361831291
"Dwayne Allen","TE","IND",2533046,1990-02-24,8.93823425351557,4.81,11.7385387970492,3.28490451347683,16,0.230923928291707,6,4,"17.8","2.4",5.90448708623321
"Dwayne Bowe","WR","FA",2495558,1984-09-21,0,0,0,0,186,0,44,9,,,3.2238161073909
"Dwayne Harris","WR","NYG",2495159,1987-09-16,1.66318784234762,0,3.45339449541284,1.47860122139096,139,0.0149013751000155,35,5,,,5.08290355991653
"Dwayne Washington","RB","DET",2556118,1994-04-24,4.81918047131277,3.07383381924198,6.70595930232558,1.84372963737825,56,0.235342992846817,15,0,,,5.89645456433863
"E.J. Bibbs","TE","FA",2553791,1991-08-28,0,0,0,0,107,0,28,1,,,2.9978973666125
"E.J. Manuel","QB","BUF",2539228,1990-03-19,0.2258039589169,0.076,0.379474006116208,0.171546741393074,54,0.0313474153207943,24,3,,,4.02385164233338
"Eagles","DST","PHI",100025,,8.09643080795532,5.25581364398215,11.6870507248781,3.9899863991205,7,0.129652125400423,6,46,"8.2","2.5",5.3466206298502
"Ed Dickson","TE","CAR",497224,1987-07-25,2.88486016628874,1.93163265306122,3.48367151162791,0.903390866732831,52,0.204330932681286,18,6,"48.0","6.6",5.12177108397699
"Eddie Lacy","RB","GB",2540168,1990-06-02,11.9350886055399,8.72235576923077,13.6858571428571,2.13854698242318,22,0.197283774114489,6,3,,,6.32660664701397
"Eddie Royal","WR","CHI",1990,1986-05-21,9.00438231794604,4.72,10.872809872449,2.2782625922195,51,0.212597249723059,11,8,,,6.08834059004306
"Eli Manning","QB","NYG",2505996,1981-01-03,15.9245258181852,14.52,17.9222649002838,1.55331207559239,21,0.313105521727342,11,12,"18.4","4.2",6.87105602186725
"Eli Rogers","WR","PIT",2553737,1992-12-23,6.30966297794516,3.24,10.4010703363914,3.65413257790305,85,0.102979214869086,21,1,,,7.81826113230032
"Emmanuel Sanders","WR","DEN",497322,1987-03-17,16.297911218101,12.61,18.1411580987956,1.90279187809492,16,0.225803007312685,6,6,"17.6","3.7",3.96099008635703
"Eric Decker","WR","NYJ",497284,1987-03-15,5.16201704545455,0,8.95313417431193,7.23282279844166,95,0.124741277793987,26,6,,,12.3178503313548
"Eric Ebron","TE","DET",2543466,1993-04-10,6.85983707480165,0,10.7511520348184,5.03255498734347,26,0.307389103943596,10,2,,,12.4533602773985
"Eric Rogers","WR","SF",2541883,1991-02-12,0,0,0,0,186,0,44,3,,,3.2238161073909
"Eric Weems","WR","ATL",2507029,1985-07-04,0.00851140059360808,0,0.0175840978593272,0.0116476333823955,185,0.00851140059360808,44,9,,,3.23846100877442
"Erik Swoope","TE","IND",2550405,1992-05-08,0.299162606917869,0.01,0.40784891133372,0.183328796968268,95,0.00949121871733305,26,2,,,3.34234638794897
"Evan Spencer","WR","FA",2553289,1993-05-26,0,0,0,,186,0,44,1,,,
"Ezekiel Elliott","RB","DAL",2555224,1995-07-22,15.7419600526908,10.5877884615385,17.9717916721155,3.13081419204415,9,0.334877097138067,4,0,"6.5","2.5",6.22056615852081
"Falcons","DST","ATL",100001,,6.20127249771765,3.51412268188302,9.84860465116279,3.9687452921482,26,0.185936295616829,14,46,"25.1","3.8",4.5773481858619
"Fitzgerald Toussaint","RB","PIT",2550738,1990-05-04,0.828548612823669,-0.0238338192419825,1.83000132398962,1.04060089838412,113,0.0388960391082014,23,2,"81.4","11.0",4.29388920673668
"Fozzy Whittaker","RB","CAR",2540037,1989-02-22,5.00017526167338,0.03,8.0094155281714,3.13847209929422,54,0.104427414228277,14,4,"41.8","4.3",6.34095798595216
"Frank Gore","RB","IND",2506404,1983-05-14,12.4603036931852,9.82,15.0507183253887,2.24484138953457,20,0.484115619307683,5,11,"18.8","3.0",4.36877391810537
"Frankie Hammond","WR","FA",2541828,1990-02-17,0.161827956989247,0,0.269672574393598,0.182557919456278,181,0.0562242899935819,41,3,,,3.45335138202098
"Fred Davis","TE","FA",216,1986-01-15,0,0,0,,107,0,28,8,,,
"Fred Jackson","RB","FA",2506871,1981-02-20,0,0,0,0,141,0,31,10,,,3.20636812017905
"Gabe Holmes","TE","OAK",2553658,1991-03-29,0,0,0,0,107,0,28,1,,,2.9978973666125
"Garrett Celek","TE","SF",2534820,1988-05-29,4.1510673915126,3.35,5.00457848837209,0.946472937784364,39,0.286593140915231,14,4,"30.2","3.3",3.8693115977573
"Garrett Graham","TE","DEN",497234,1986-08-04,0,0,0,0,107,0,28,6,,,2.9978973666125
"Garrett Hartley","K","FA",4381,1986-05-16,0,0,0,,34,0,13,8,,,
"Gary Barnidge","TE","CLE",1060,1985-09-22,11.4901718914647,8.41,15.3791688654354,3.44191731009332,8,0.0269847255065319,4,8,,,9.46477583081765
"Gavin Escobar","TE","DAL",2540211,1991-02-03,0.789523664878932,0.01,1.39408873459398,0.676966135068666,75,0.0256009491754133,22,3,,,4.26982150814658
"Geno Smith","QB","NYJ",2539335,1990-10-10,1.92396722689076,0,3.31566972477064,2.79544904705981,39,1.02352995678804,20,3,"30.7","3.1",6.04299462290035
"Geoff Swaim","TE","DAL",2553454,1993-09-16,2.19868626318411,0.88,3.59794796319113,1.55783996918096,58,0.171817570485568,20,1,"53.3","5.5",5.41334697082065
"George Atkinson","RB","CLE",2550540,1992-11-29,0.113316275023054,-0.0238338192419825,0.305021952043229,0.246400938882062,135,0.0248472344057473,28,2,,,3.56587843670104
"George Winn","RB","FA",2541910,1990-11-10,0,0,0,0,141,0,31,3,,,3.20636812017905
"Gerald Christian","TE","BUF",2552462,1991-08-26,0.12264678471575,0,0.269544072948328,0.226299762078712,105,0.0627850671029409,28,1,,,3.42308278682873
"Geremy Davis","WR","FA",2552654,1992-01-10,0,0,0,0,186,0,62,1,,,3.2238161073909
"Giants","DST","NYG",100023,,6.97232074064798,5.61412268188302,10.0095348837209,3.72815387672763,17,0.0729065946241345,11,46,"16.3","3.4",7.72107221165972
"Giovani Bernard","RB","CIN",2540156,1991-11-22,11.7926206879506,9.40740384615385,12.6038106312292,1.32222428898436,23,0.493690870701126,6,3,"25.1","3.5",3.86791131178193
"Glenn Winston","RB","CLE",2551357,1989-04-29,0,0,0,0,141,0,31,2,,,3.20636812017905
"Golden Tate","WR","DET",497326,1988-08-02,11.4278742602229,7.19701238807674,14.4785548519234,3.12120118373787,35,0.281995273302988,8,6,"48.4","6.8",6.29369455975355
"Graham Gano","K","CAR",71309,1987-04-09,8.58485550912495,3,10.9464036561381,3.28509517554032,11,0.0521641466693801,4,7,"6.1","3.5",5.55792994887181
"Greg Jennings","WR","FA",2495867,1983-09-21,0,0,0,0,186,0,44,10,,,3.2238161073909
"Greg Olsen","TE","CAR",2495700,1985-03-11,16.1318792708433,12.1662980769231,18.3453113456464,2.63664449674889,1,1.23228780474344,1,9,"1.4","0.7",8.26923613697351
"Greg Salas","WR","BUF",2495223,1988-08-25,0.454291609353508,0,0.692483180428135,0.578278145244876,164,0.0299743268498733,37,5,,,3.95090169905786
"Greg Scruggs","TE","NE",2535138,1990-08-17,0.505079617834395,0,0.7837125382263,0.685893577750951,85,0.0336511363889067,23,4,,,4.28659491715707
"Greg Zuerlein","K","LA",2534797,1987-12-27,8.56412228387341,6.5,10.238028951299,2.03649403599067,12,0.121151920935123,4,4,"22.5","5.2",5.82255565354806
"Griff Whalen","WR","SD",2535876,1990-03-01,1.70735126680559,0.681941747572816,2.60991071770335,1.16320892981721,138,0.0508178142636804,35,4,,,4.68635184373678
"Gus Johnson","RB","FA",2553662,1993-08-10,0,0,0,0,141,0,31,1,,,3.20636812017905
"Hakeem Nicks","WR","FA",80672,1988-01-14,0,0,0,,186,0,44,7,,,
"Harry Douglas","WR","TEN",222,1984-09-16,1.31483833039389,0,2.27816513761468,1.82500831121057,144,0.102876916908834,35,8,,,5.51845106578408
"Hunter Henry","TE","SD",2555341,1994-12-07,7.9579500316413,2.84,13.3509425168056,4.38248020826818,22,0.934707373899495,8,0,"16.3","3.7",7.19416866795893
"Ifeanyi Momah","TE","ARI",2541096,1989-10-23,0.119723435225619,0,0.291185410334347,0.24683632578645,106,0.119723435225619,28,3,,,3.46166810123501
"Isaiah Burse","WR","SD",2550182,1991-12-08,0.0987589158345221,0,0.165988976355562,0.119806227137072,183,0.0638415193587805,43,2,,,3.37445189098334
"Isaiah Crowell","RB","CLE",2550189,1993-01-08,12.017287542215,8.05,14.7374424948268,3.23662308132605,21,0.153432895469781,6,2,"20.3","4.6",6.58476919891206
"Isaiah Pead","RB","FA",2532926,1989-12-14,0.601484593837535,0,1.21807819152126,0.936876613345953,119,0.0925718731885996,26,4,,,4.57331424195202
"J.J. Nelson","WR","ARI",2552656,1992-04-24,1.76520240828678,0.99,2.14644976092955,0.505553448880027,135,0.0289344485077081,35,1,,,3.85946286582503
"Jace Amaro","TE","TEN",2543481,1992-06-26,1.08952153110048,0.39,1.61940199335548,0.810195489030673,71,0.153582575797572,22,2,,,4.52014072337302
"Jack Doyle","TE","IND",2540232,1990-05-05,5.16834391065556,4.18336538461538,5.8905825,0.801689721596356,33,0.243124794194279,13,3,"27.2","3.1",3.70097464765483
"Jacob Tamme","TE","ATL",324,1985-03-15,7.02794422757608,5.55,7.95309634551495,1.45068426125199,23,0.017029714750719,9,8,"21.5","2.4",4.18136616567279
"Jacoby Brissett","QB","NE",2555261,1992-12-11,0.132883081155433,0,0.14397125382263,0.0840967280649563,59,0.0066066665896069,27,0,,,3.94046750991131
"Jacoby Jones","WR","FA",2495651,1984-07-11,0,0,0,0,186,0,44,9,,,3.2238161073909
"Jacquizz Rodgers","RB","TB",2495471,1990-02-06,0,0,0,0,141,0,31,5,,,3.20636812017905
"Jaelen Strong","WR","HOU",2552463,1994-01-25,5.9151856619408,2.81,8.17885116612111,2.27811193417557,89,0.106258116949213,23,1,"87.6","5.8",5.36194779699771
"Jaguars","DST","JAC",100015,,7.12073103951179,5.6,10.0477483992967,3.01772614924955,15,0.122172731526473,10,46,"18.8","3.7",3.557405466829
"Jake Kumerow","WR","FA",2553548,1992-02-17,0,0,0,0,186,0,44,1,,,3.2238161073909
"Jake Stoneburner","TE","FA",2539283,1989-08-25,0,0,0,,107,0,28,3,,,
"Jakeem Grant","WR","MIA",2556190,1992-10-30,0.412052040735424,0,0.787079474426923,0.407662174860956,166,0.0171144531598757,37,0,,,3.73638137731564
"Jalen Richard","RB","OAK",2556885,1993-10-15,5.9272873134344,1.7,8.79168188496658,2.96877174928931,47,0.175846872978785,11,0,"39.9","5.9",6.90598891991837
"Jalin Marshall","WR","NYJ",2556606,1995-07-21,1.90638053675392,0.6,3.40735972445282,1.76716050594187,131,0.088905027648204,34,0,,,5.445717371685
"Jalston Fowler","RB","TEN",2552464,1990-07-26,0.426205920539232,0,0.805648024295531,0.475662312065754,124,0.0535582887078091,26,1,,,3.90038133759699
"Jamaal Charles","RB","KC",925,1986-12-27,14.9412174840288,11.4,17.5116656777468,3.23761047893415,14,0.403389527895595,5,8,"16.9","4.9",6.75769733985716
"Jameill Showers","QB","DAL",2553600,1991-09-06,0,0,0,0,73,0,38,0,,,3.86028075587479
"Jameis Winston","QB","TB",2552033,1994-01-06,8.34907015130674,0,12.7266067278287,10.6277217148865,31,1.15251230694568,16,1,,,13.9938796095888
"James Casey","TE","FA",71247,1984-09-22,0,0,0,,107,0,28,7,,,
"James Develin","RB","NE",2508101,1988-07-23,0.428118962551277,0,0.858187858652975,0.485183747999557,123,0.0209191924819034,26,6,,,3.91427355108382
"James Hanna","TE","DAL",2533028,1989-07-14,0,0,0,0,107,0,28,4,,,2.9978973666125
"James Jones","WR","FA",2507183,1984-03-31,0,0,0,0,186,0,44,9,"80.0","2.0",2.32287349728864
"James OShaughnessy","TE","KC",2553318,1992-01-14,0.179839650145773,0,0.366366972477064,0.200971024747276,101,0.0249334632363613,27,1,,,3.37549365228043
"James Starks","RB","GB",497206,1986-02-25,8.15300809687936,5.14915451895044,11.6926350830021,4.45848611164688,38,0.698677460813223,9,6,,,9.71150466908755
"James White","RB","NE",2543773,1992-02-03,10.3957492188643,6.03,12.2333086751735,2.37338542750337,29,0.352946355415458,7,2,"32.2","4.8",6.06982266229456
"James Wright","WR","CIN",2550162,1991-12-31,1.81328664407112,0.49,2.96213684427002,1.26609643059576,133,0.0310200796533426,35,2,,,4.81571523053229
"Jamison Crowder","WR","WAS",2552415,1993-06-17,8.20782966101501,5.27,9.45919794331233,1.47072307764172,60,0.0414972206763586,14,1,"56.2","7.3",6.70231407540305
"Jamize Olawale","RB","OAK",2536044,1989-04-17,1.97137276247238,1.04,3.00723837209302,0.956092334765215,89,0.0918928340171106,22,4,"59.0","5.6",5.32288773759593
"Jared Abbrederis","WR","GB",2543774,1990-12-17,1.72700673923941,0.47,2.76098770800843,0.953950563415159,137,0.0417371846628063,35,2,"117.3","10.9",5.7748476315057
"Jared Cook","TE","GB",71265,1987-04-07,3.72449732451753,0,6.10851102305567,3.76739527787124,41,0.16073719744997,15,7,,,10.0763031485205
"Jared Goff","QB","LA",2555334,1994-10-14,0.206829053578766,0,0.369247674418605,0.186784593647396,55,0.0306313224863292,24,0,,,4.0383810293723
